State,ZipCode,EstimatedCombinedRate
LA,70001,0.092000
LA,70002,0.092000
LA,70003,0.092000
LA,70004,0.092000
LA,70005,0.092000
LA,70006,0.092000
LA,70009,0.092000
LA,70010,0.092000
LA,70011,0.092000
LA,70030,0.096000
LA,70031,0.094500
LA,70032,0.094500
LA,70033,0.092000
LA,70036,0.092000
LA,70037,0.094500
LA,70038,0.089500
LA,70039,0.094500
LA,70040,0.094500
LA,70041,0.089500
LA,70043,0.094500
LA,70044,0.094500
LA,70047,0.094500
LA,70049,0.097000
LA,70050,0.089500
LA,70051,0.097000
LA,70052,0.089500
LA,70053,0.094500
LA,70054,0.092000
LA,70055,0.092000
LA,70056,0.092000
LA,70057,0.097000
LA,70058,0.092000
LA,70059,0.092000
LA,70060,0.092000
LA,70062,0.112000
LA,70063,0.092000
LA,70064,0.092000
LA,70065,0.092000
LA,70067,0.092000
LA,70068,0.097000
LA,70069,0.097000
LA,70070,0.094500
LA,70071,0.089500
LA,70072,0.092000
LA,70073,0.092000
LA,70075,0.094500
LA,70076,0.097000
LA,70078,0.094500
LA,70079,0.094500
LA,70080,0.094500
LA,70081,0.094500
LA,70082,0.089500
LA,70083,0.089500
LA,70084,0.097000
LA,70085,0.094500
LA,70086,0.079500
LA,70087,0.094500
LA,70090,0.097000
LA,70091,0.089500
LA,70092,0.094500
LA,70093,0.089500
LA,70094,0.092000
LA,70096,0.092000
LA,70097,0.092000
LA,70112,0.096950
LA,70113,0.094500
LA,70114,0.094500
LA,70115,0.094500
LA,70116,0.096950
LA,70117,0.094500
LA,70118,0.094500
LA,70119,0.094500
LA,70121,0.094500
LA,70122,0.094500
LA,70123,0.100000
LA,70124,0.094500
LA,70125,0.094500
LA,70126,0.094500
LA,70127,0.094500
LA,70128,0.094500
LA,70129,0.094500
LA,70130,0.096950
LA,70131,0.094500
LA,70139,0.094500
LA,70141,0.094500
LA,70142,0.094500
LA,70143,0.094500
LA,70145,0.094500
LA,70146,0.094500
LA,70148,0.094500
LA,70150,0.094500
LA,70151,0.094500
LA,70152,0.094500
LA,70153,0.094500
LA,70154,0.094500
LA,70156,0.094500
LA,70157,0.094500
LA,70158,0.094500
LA,70159,0.094500
LA,70160,0.094500
LA,70161,0.094500
LA,70162,0.094500
LA,70163,0.094500
LA,70164,0.094500
LA,70165,0.094500
LA,70166,0.094500
LA,70167,0.094500
LA,70170,0.094500
LA,70172,0.094500
LA,70174,0.094500
LA,70175,0.094500
LA,70176,0.094500
LA,70177,0.094500
LA,70178,0.094500
LA,70179,0.094500
LA,70181,0.092000
LA,70182,0.094500
LA,70183,0.092000
LA,70184,0.094500
LA,70185,0.094500
LA,70186,0.094500
LA,70187,0.094500
LA,70189,0.094500
LA,70190,0.094500
LA,70195,0.094500
LA,70301,0.099500
LA,70302,0.094000
LA,70310,0.094000
LA,70339,0.094500
LA,70340,0.089000
LA,70341,0.094500
LA,70342,0.092000
LA,70343,0.099500
LA,70344,0.099500
LA,70345,0.098500
LA,70346,0.104500
LA,70352,0.099500
LA,70353,0.099500
LA,70354,0.098500
LA,70355,0.096000
LA,70356,0.099500
LA,70357,0.098500
LA,70358,0.092000
LA,70359,0.099500
LA,70360,0.099500
LA,70361,0.099500
LA,70363,0.099500
LA,70364,0.099500
LA,70371,0.096000
LA,70372,0.094500
LA,70373,0.098500
LA,70374,0.096000
LA,70375,0.096000
LA,70377,0.099500
LA,70380,0.094500
LA,70381,0.092000
LA,70390,0.099500
LA,70391,0.094500
LA,70392,0.089000
LA,70393,0.094500
LA,70394,0.096000
LA,70395,0.099500
LA,70397,0.099500
LA,70401,0.099500
LA,70402,0.099500
LA,70403,0.099500
LA,70404,0.099500
LA,70420,0.087000
LA,70421,0.079500
LA,70422,0.104500
LA,70426,0.092800
LA,70427,0.099430
LA,70429,0.099430
LA,70431,0.092800
LA,70433,0.094500
LA,70434,0.087000
LA,70435,0.092800
LA,70436,0.094500
LA,70437,0.092000
LA,70438,0.099500
LA,70441,0.104500
LA,70442,0.079500
LA,70443,0.104500
LA,70444,0.099500
LA,70445,0.087000
LA,70446,0.079500
LA,70447,0.087000
LA,70448,0.092000
LA,70449,0.094500
LA,70450,0.092800
LA,70451,0.079500
LA,70452,0.089500
LA,70453,0.094500
LA,70454,0.099500
LA,70455,0.079500
LA,70456,0.104500
LA,70457,0.087000
LA,70458,0.092000
LA,70459,0.087000
LA,70460,0.092000
LA,70461,0.097000
LA,70462,0.099500
LA,70463,0.092000
LA,70464,0.087000
LA,70465,0.099500
LA,70466,0.099500
LA,70467,0.092800
LA,70469,0.087000
LA,70470,0.092000
LA,70471,0.092000
LA,70501,0.104500
LA,70502,0.094500
LA,70503,0.094500
LA,70504,0.084500
LA,70505,0.084500
LA,70506,0.094500
LA,70507,0.104500
LA,70508,0.089500
LA,70509,0.084500
LA,70510,0.104500
LA,70511,0.104500
LA,70512,0.100000
LA,70513,0.077000
LA,70514,0.089000
LA,70515,0.104500
LA,70516,0.087000
LA,70517,0.099500
LA,70518,0.104500
LA,70519,0.079500
LA,70520,0.104500
LA,70521,0.079500
LA,70522,0.089000
LA,70523,0.089000
LA,70524,0.104500
LA,70525,0.100000
LA,70526,0.099500
LA,70527,0.099500
LA,70528,0.097000
LA,70529,0.107000
LA,70531,0.087000
LA,70532,0.094500
LA,70533,0.097000
LA,70534,0.087000
LA,70535,0.104500
LA,70537,0.087000
LA,70538,0.089000
LA,70540,0.089000
LA,70541,0.100000
LA,70542,0.092000
LA,70543,0.097000
LA,70544,0.089500
LA,70546,0.099500
LA,70548,0.102000
LA,70549,0.099500
LA,70550,0.100000
LA,70551,0.080000
LA,70552,0.087000
LA,70554,0.104500
LA,70555,0.102000
LA,70556,0.087000
LA,70558,0.084500
LA,70559,0.087000
LA,70560,0.102000
LA,70562,0.094500
LA,70563,0.099500
LA,70569,0.077000
LA,70570,0.120000
LA,70571,0.102000
LA,70575,0.087000
LA,70576,0.104500
LA,70577,0.102000
LA,70578,0.107000
LA,70580,0.104500
LA,70581,0.099500
LA,70582,0.099500
LA,70583,0.094500
LA,70584,0.120000
LA,70585,0.104500
LA,70586,0.104500
LA,70589,0.104500
LA,70591,0.094500
LA,70592,0.099500
LA,70593,0.094500
LA,70596,0.084500
LA,70598,0.084500
LA,70601,0.112000
LA,70602,0.102000
LA,70605,0.112000
LA,70606,0.102000
LA,70607,0.102000
LA,70609,0.102000
LA,70611,0.102000
LA,70612,0.087000
LA,70615,0.102000
LA,70616,0.102000
LA,70629,0.102000
LA,70630,0.102000
LA,70631,0.044500
LA,70632,0.044500
LA,70633,0.102000
LA,70634,0.099500
LA,70637,0.092000
LA,70638,0.104500
LA,70639,0.084500
LA,70640,0.094500
LA,70643,0.044500
LA,70644,0.091500
LA,70645,0.044500
LA,70646,0.102000
LA,70647,0.112000
LA,70648,0.104500
LA,70650,0.094500
LA,70651,0.091500
LA,70652,0.092000
LA,70653,0.094500
LA,70654,0.091500
LA,70655,0.104500
LA,70656,0.092000
LA,70657,0.094500
LA,70658,0.101500
LA,70659,0.099500
LA,70660,0.102000
LA,70661,0.102000
LA,70662,0.092000
LA,70663,0.122000
LA,70664,0.102000
LA,70665,0.122000
LA,70668,0.102000
LA,70669,0.102000
LA,70704,0.104500
LA,70706,0.099500
LA,70707,0.089500
LA,70710,0.094500
LA,70711,0.099500
LA,70712,0.094500
LA,70714,0.104500
LA,70715,0.084500
LA,70718,0.089500
LA,70719,0.094500
LA,70721,0.101160
LA,70722,0.099500
LA,70723,0.079500
LA,70725,0.089500
LA,70726,0.109500
LA,70727,0.099500
LA,70728,0.089500
LA,70729,0.094500
LA,70730,0.094500
LA,70732,0.094500
LA,70733,0.084500
LA,70734,0.089500
LA,70736,0.094500
LA,70737,0.099500
LA,70738,0.089500
LA,70739,0.104500
LA,70740,0.094500
LA,70743,0.079500
LA,70744,0.104500
LA,70747,0.084500
LA,70748,0.099500
LA,70749,0.084500
LA,70750,0.100000
LA,70752,0.084500
LA,70753,0.094500
LA,70754,0.094500
LA,70755,0.094500
LA,70756,0.094500
LA,70757,0.094500
LA,70759,0.094500
LA,70760,0.094500
LA,70761,0.094500
LA,70762,0.084500
LA,70763,0.089500
LA,70764,0.094500
LA,70765,0.094500
LA,70767,0.099500
LA,70769,0.094500
LA,70770,0.104500
LA,70772,0.094500
LA,70773,0.084500
LA,70774,0.089500
LA,70775,0.099500
LA,70776,0.101160
LA,70777,0.099500
LA,70778,0.089500
LA,70780,0.101160
LA,70782,0.094500
LA,70783,0.084500
LA,70784,0.094500
LA,70785,0.104500
LA,70786,0.099500
LA,70787,0.094500
LA,70788,0.094500
LA,70789,0.094500
LA,70791,0.109500
LA,70792,0.079500
LA,70801,0.119500
LA,70802,0.099500
LA,70803,0.099500
LA,70804,0.099500
LA,70805,0.099500
LA,70806,0.099500
LA,70807,0.104500
LA,70808,0.099500
LA,70809,0.099500
LA,70810,0.119500
LA,70811,0.104500
LA,70812,0.099500
LA,70813,0.099500
LA,70814,0.099500
