State,ZipCode,EstimatedCombinedRate
RI,02801,0.070000
RI,02802,0.070000
RI,02804,0.070000
RI,02806,0.070000
RI,02807,0.070000
RI,02808,0.070000
RI,02809,0.070000
RI,02812,0.070000
RI,02813,0.070000
RI,02814,0.070000
RI,02815,0.070000
RI,02816,0.070000
RI,02817,0.070000
RI,02818,0.070000
RI,02822,0.070000
RI,02823,0.070000
RI,02824,0.070000
RI,02825,0.070000
RI,02826,0.070000
RI,02827,0.070000
RI,02828,0.070000
RI,02829,0.070000
RI,02830,0.070000
RI,02831,0.070000
RI,02832,0.070000
RI,02833,0.070000
RI,02835,0.070000
RI,02836,0.070000
RI,02837,0.070000
RI,02838,0.070000
RI,02839,0.070000
RI,02840,0.070000
RI,02841,0.070000
RI,02842,0.070000
RI,02852,0.070000
RI,02857,0.070000
RI,02858,0.070000
RI,02859,0.070000
RI,02860,0.070000
RI,02861,0.070000
RI,02862,0.070000
RI,02863,0.070000
RI,02864,0.070000
RI,02865,0.070000
RI,02871,0.070000
RI,02872,0.070000
RI,02873,0.070000
RI,02874,0.070000
RI,02875,0.070000
RI,02876,0.070000
RI,02877,0.070000
RI,02878,0.070000
RI,02879,0.070000
RI,02880,0.070000
RI,02881,0.070000
RI,02882,0.070000
RI,02883,0.070000
RI,02885,0.070000
RI,02886,0.070000
RI,02887,0.070000
RI,02888,0.070000
RI,02889,0.070000
RI,02891,0.070000
RI,02892,0.070000
RI,02893,0.070000
RI,02894,0.070000
RI,02895,0.070000
RI,02896,0.070000
RI,02898,0.070000
RI,02901,0.070000
RI,02902,0.070000
RI,02903,0.070000
RI,02904,0.070000
RI,02905,0.070000
RI,02906,0.070000
RI,02907,0.070000
RI,02908,0.070000
RI,02909,0.070000
RI,02910,0.070000
RI,02911,0.070000
RI,02912,0.070000
RI,02914,0.070000
RI,02915,0.070000
RI,02916,0.070000
RI,02917,0.070000
RI,02918,0.070000
RI,02919,0.070000
RI,02920,0.070000
RI,02921,0.070000
RI,02940,0.070000
